"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","12.6","C","","","1"
"2012","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","13.5","C","","","1"
"2013","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","14.0","C","","","1"
"2014","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","13.8","C","","","1"
"2015","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","13.8","C","","","1"
"2016","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","12.2","C","","","1"
"2017","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","12.3","B","","","1"
"2018","Ontario","2016A000235","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518730","8.5.1.2","12.0","C","","","1"
"2015","Ontario","2016A000235","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132921","8.5.6.2","14.8","C","","","1"
"2016","Ontario","2016A000235","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132921","8.5.6.2","12.5","C","","","1"
"2017","Ontario","2016A000235","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132921","8.5.6.2","12.1","C","","","1"
"2018","Ontario","2016A000235","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132921","8.5.6.2","11.9","C","","","1"
"1976","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","12.6","","","","1"
"1977","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","12.5","","","","1"
"1978","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","12.4","","","","1"
"1979","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","12.8","","","","1"
"1980","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","12.1","","","","1"
"1981","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","10.9","","","","1"
"1982","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.0","","","","1"
"1983","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.6","","","","1"
"1984","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","10.4","","","","1"
"1985","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","9.7","","","","1"
"1986","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","9.1","","","","1"
"1987","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","7.8","","","","1"
"1988","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","8.6","","","","1"
"1989","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","7.8","","","","1"
"1990","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","9.3","","","","1"
"1991","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","9.5","","","","1"
"1992","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","9.3","","","","1"
"1993","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","9.8","C","","","1"
"1994","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","9.2","C","","","1"
"1995","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","10.0","B","","","1"
"1996","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.4","B","","","1"
"1997","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.1","B","","","1"
"1998","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.3","C","","","1"
"1999","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","10.4","C","","","1"
"2000","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.0","C","","","1"
"2001","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","10.6","C","","","1"
"2002","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.6","C","","","1"
"2003","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","11.7","C","","","1"
"2004","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","13.0","C","","","1"
"2005","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","12.2","C","","","1"
"2006","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","13.8","C","","","1"
"2007","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","13.6","C","","","1"
"2008","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","13.7","C","","","1"
"2009","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","14.3","C","","","1"
"2010","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","14.3","C","","","1"
"2011","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","13.6","C","","","1"
"2012","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","15.4","C","","","1"
"2013","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","14.5","C","","","1"
"2014","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","13.8","C","","","1"
"2015","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","14.7","C","","","1"
"2016","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","15.0","C","","","1"
"2017","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","13.1","B","","","1"
"2018","Ontario","2016A000235","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96518778","8.9.1.2","12.9","B","","","1"
"2015","Ontario","2016A000235","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132933","8.9.6.2","15.5","B","","","1"
"2016","Ontario","2016A000235","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132933","8.9.6.2","14.7","C","","","1"
"2017","Ontario","2016A000235","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132933","8.9.6.2","12.2","C","","","1"
